"Model_No","Screen_Tech","Labelled energy consumption (kWh/year)","GrandDate","Star2","Category_Screen_inches"
"QA75Q80BAW","LCD (LED)",978,"2013-05-21",2.5,"70"
"QA75Q80BAS","LCD (LED)",978,"2013-05-21",2.5,"70"
"QA75Q80BA*","LCD (LED)",978,"2013-05-21",2.5,"70"
"QA85Q80BAW","LCD (LED)",1233,"2013-05-21",2.5,"80"
"QA85Q80BAS","LCD (LED)",1233,"2013-05-21",2.5,"80"
"QA85Q80BA*","LCD (LED)",1233,"2013-05-21",2.5,"80"
"QA65QN700BW","LCD (LED)",897,"2013-05-21",2,"65"
"QA65QN700BS","LCD (LED)",897,"2013-05-21",2,"65"
"QA65QN700B*","LCD (LED)",897,"2013-05-21",2,"65"
"QA65LS01BAW","LCD (LED)",492,"2013-05-21",4.5,"65"
"QA65LS01BBW","LCD (LED)",492,"2013-05-21",4.5,"65"
"QA55LS01BAW","LCD (LED)",426,"2013-05-21",4,"50"
"QA55LS01BBW","LCD (LED)",426,"2013-05-21",4,"50"
"FDFD24D3D","LCD (LED)",107,"2013-05-21",4,"22"
"XR-55A80K","OLED",387,"2013-05-21",4,"50"
"KALED32EH7520SVA","LCD (LED)",110,"2013-05-21",5.5,"32"
"XR-65A80K","OLED",451,"2013-05-21",5,"65"
"XR-77A80K","OLED",629,"2013-05-21",5,"80"
"XR-75X90K","LCD (LED)",732,"2013-05-21",4,"70"
"XR-65X90K","LCD (LED)",555,"2013-05-21",4,"65"
"43UQ80006LB","LCD (LED)",269,"2013-05-21",4,"43"
"50NANO806QA","LCD (LED)",276,"2013-05-21",5,"50"
"50UQ75006LF","LCD (LED)",342,"2013-05-21",4,"50"
"55UQ75006LF","LCD (LED)",419,"2013-05-21",4,"50"
"65NANO806QA","LCD (LED)",419,"2013-05-21",5,"65"
"65QNED96SQA","LCD (LED)",557,"2013-05-21",4,"65"
"65QNED99SQB","LCD (LED)",776,"2013-05-21",2.5,"65"
"65QNED996QB","LCD (LED)",776,"2013-05-21",2.5,"65"
"65UQ80006LB","LCD (LED)",466,"2013-05-21",4.5,"65"
"75NANO816QA","LCD (LED)",462,"2013-05-21",6,"70"
"75QNED99SQB","LCD (LED)",849,"2013-05-21",3.5,"70"
"75QNED996QB","LCD (LED)",849,"2013-05-21",3.5,"70"
"75UQ80006LB","LCD (LED)",605,"2013-05-21",5,"70"
"86QNED99SQB","LCD (LED)",1200,"2013-05-21",3,"80"
"86QNED996QB","LCD (LED)",1200,"2013-05-21",3,"80"
"OLED77Z2PSA","OLED",959,"2013-05-21",3,"80"
"OLED88Z2PSA","OLED",1171,"2013-05-21",3,"90"
"OLED88Z26LA","OLED",1171,"2013-05-21",3,"90"
"QA55LS01BAS","LCD (LED)",426,"2013-05-21",4,"50"
"QA55LS01B**","LCD (LED)",426,"2013-05-21",4,"50"
"QA65LS01BAS","LCD (LED)",492,"2013-05-21",4.5,"65"
"QA65LS01B**","LCD (LED)",492,"2013-05-21",4.5,"65"
"QA50Q80BAS","LCD (LED)",507,"2013-05-21",2,"50"
"QA75QN700BW","LCD (LED)",1000,"2013-05-21",2.5,"70"
"QA75QN700BS","LCD (LED)",1000,"2013-05-21",2.5,"70"
"QA75QN700B*","LCD (LED)",1000,"2013-05-21",2.5,"70"
"QA43LS01BAW","LCD (LED)",302,"2013-05-21",3.5,"43"
"QA43LS01BBW","LCD (LED)",302,"2013-05-21",3.5,"43"
"QA43LS01BAS","LCD (LED)",302,"2013-05-21",3.5,"43"
"QA43LS01B**","LCD (LED)",302,"2013-05-21",3.5,"43"
"QA50LS01BAS","LCD (LED)",353,"2013-05-21",4,"50"
"HG43AU800AW","LCD (LED)",251,"2013-05-21",4,"43"
"HG50AU800AW","LCD (LED)",291,"2013-05-21",4.5,"50"
"QA55Q80BAW","LCD (LED)",580,"2013-05-21",2.5,"50"
"QA55Q80BAS","LCD (LED)",580,"2013-05-21",2.5,"50"
"QA55Q80BA*","LCD (LED)",580,"2013-05-21",2.5,"50"
"HG55AU800AW","LCD (LED)",317,"2013-05-21",5,"50"
"HG65AU800AW","LCD (LED)",419,"2013-05-21",5,"65"
"HG75AU800AW","LCD (LED)",576,"2013-05-21",5,"70"
"XR-55X90K","LCD (LED)",471,"2013-05-21",3.5,"50"
"QA55Q6*BA*","LCD (LED)",321,"2013-05-21",5,"50"
"QA55Q63BAS","LCD (LED)",321,"2013-05-21",5,"50"
"QA55Q60BAW","LCD (LED)",321,"2013-05-21",5,"50"
"QA55Q60BAS","LCD (LED)",321,"2013-05-21",5,"50"
"QA43Q6*BAS","LCD (LED)",259,"2013-05-21",4,"43"
"QA43Q63BAS","LCD (LED)",259,"2013-05-21",4,"43"
"QA43Q60BAS","LCD (LED)",259,"2013-05-21",4,"43"
"QA50Q6*BAS","LCD (LED)",295,"2013-05-21",4.5,"50"
"QA50Q63BAS","LCD (LED)",295,"2013-05-21",4.5,"50"
"QA50Q60BAS","LCD (LED)",295,"2013-05-21",4.5,"50"
"QA75Q63BAS","LCD (LED)",671,"2013-05-21",4.5,"70"
"QA75Q6*BA*","LCD (LED)",671,"2013-05-21",4.5,"70"
"QA75Q63BAK","LCD (LED)",671,"2013-05-21",4.5,"70"
"QA75Q60BAW","LCD (LED)",671,"2013-05-21",4.5,"70"
"QA75Q60BAS","LCD (LED)",671,"2013-05-21",4.5,"70"
"QA65Q63BAS","LCD (LED)",430,"2013-05-21",5,"65"
"QA65Q6*BA*","LCD (LED)",430,"2013-05-21",5,"65"
"QA65Q63BAK","LCD (LED)",430,"2013-05-21",5,"65"
"QA65Q60BAW","LCD (LED)",430,"2013-05-21",5,"65"
"QA65Q60BAS","LCD (LED)",430,"2013-05-21",5,"65"
"65QNED966QA","LCD (LED)",557,"2013-05-21",4,"65"
"75QNED966QA","LCD (LED)",630,"2013-05-21",4.5,"70"
"86UQ91006LA","LCD (LED)",915,"2013-05-21",4,"80"
"PL5021WOS","LCD (LED)",202,"2013-05-21",6,"50"
"BP240HSG9200","LCD",84,"2013-05-21",5,"22"
"BP4000F","LCD (LED)",151,"2013-05-21",6,"43"
"XR-65X95K","LCD (LED)",835,"2013-05-21",2,"65"
"XR-75X95K","LCD (LED)",894,"2013-05-21",3,"70"
"XR-85X95K","LCD (LED)",1076,"2013-05-21",3.5,"80"
"OLED83G2PSA","OLED",663,"2013-05-21",5.5,"80"
"OLED83G26LA","OLED",663,"2013-05-21",5.5,"80"
"XR-65A95K","OLED",507,"2013-05-21",4.5,"65"
"QA43LS05BAW","LCD (LED)",306,"2013-05-21",3,"43"
"QA43LS05BBW","LCD (LED)",306,"2013-05-21",3,"43"
"QA43LS05BAS","LCD (LED)",306,"2013-05-21",3,"43"
"QA43LS05B**","LCD (LED)",306,"2013-05-21",3,"43"
"KAQLED50XQ9610STA","LCD (LED)",331,"2013-05-21",4,"50"
"TH-49LX900Z","LCD (LED)",278,"2013-05-21",4.5,"50"
"TH-55LX900Z","LCD (LED)",285,"2013-05-21",5.5,"50"
"TH-65LX900Z","LCD (LED)",321,"2013-05-21",6,"65"
"TH-75LX900Z","LCD (LED)",515,"2013-05-21",5.5,"70"
"TH-55LX950Z","LCD (LED)",299,"2013-05-21",5.5,"50"
"TH-65LX950Z","LCD (LED)",321,"2013-05-21",6,"65"
"DG5521WOS","LCD",256,"2013-05-21",6,"50"
