"brand","screenSize","screenTech","energyConsumption","star","model_cleaned"
"lg",65,"LED",466,4.5,"65UR781C0LL"
"lg",65,"LED",466,4.5,"65UR801C0SB"
"lg",65,"LED",459,5,"65QNED866RE"
"lg",65,"LED",419,5,"65QNED75SRA"
"lg",65,"LED",400,5.5,"65QNED756RA"
"lg",65,"LED",240,7,"65UM767H0LD"
"lg",65,"LED",207,8,"65UM662H0LC"
"lg",65,"LED",400,5.5,"65QNED80T6A"
"lg",65,"LED",400,5.5,"65QNED81TSA"
"lg",65,"LED",441,5,"65UT8050PSB"
"lg",65,"LED",441,5,"65UT80506LA"
"lg",65,"LED",441,5,"65UT81006LA"
"lg",65,"LED",433,5,"65QNED86TSA"
"lg",65,"LED",459,5,"65QNED91TSA"
"lg",65,"LED",528,4,"65NANO81TSA"
"lg",65,"LED",419,5,"65UT90506LB"
"lg",65,"LED",441,5,"65UT801C0LA"
"lg",65,"LED",441,5,"65UT801C0SB"
"lg",65,"LED",207,8,"65UM662H4LC"
"lg",65,"LED",386,5.5,"65QNED86A6A"
"lg",65,"LED",386,5.5,"65QNED86ASA"
"lg",65,"LED",433,5,"65NANO80A6A"
"lg",65,"LED",433,5,"65NANO80ASA"
"lg",65,"LED",360,6,"65QNED80A6A"
"lg",65,"LED",360,6,"65QNED81ASA"
"lg",65,"LED",360,6,"65QNED82ASA"
"lg",65,"OLED",459,5,"OLED65B1PTA"
"lg",65,"OLED",477,4.5,"OLED65C1PTB"
"lg",65,"OLED",477,4.5,"OLED65C1PVB"
"lg",65,"OLED",481,4.5,"OLED65G1PTA"
"lg",65,"OLED",481,4.5,"OLED65G1PVA"
"lg",65,"OLED",433,5,"OLED65A1PTA"
"lg",65,"OLED",433,5,"OLED65A1PVA"
"lg",65,"OLED",565,4,"OLED65R1PTA"
"lg",65,"OLED",459,5,"OLED65B1PVA"
"lg",65,"OLED",393,5.5,"OLED65A2PSA"
"lg",65,"OLED",393,5.5,"OLED65A26LA"
"lg",65,"OLED",462,5,"OLED65B2PSA"
"lg",65,"OLED",411,5.5,"OLED65C2PSC"
"lg",65,"OLED",411,5.5,"OLED65C24LA"
"lg",65,"OLED",400,5.5,"OLED65G2PSA"
"lg",65,"OLED",400,5.5,"OLED65G26LA"
"lg",65,"OLED",462,5,"65ART90ESQA"
"lg",65,"OLED",462,5,"65ART90ESQB"
"lg",65,"OLED",462,5,"65ART90ESQC"
"lg",65,"OLED",462,5,"65ART90E6QA"
"lg",65,"OLED",462,5,"65ART90E6QB"
"lg",65,"OLED",462,5,"65ART90E6QC"
"lg",65,"OLED",462,5,"65ART90E"
"lg",65,"OLED",462,5,"OLED65CS6LA"
"lg",65,"OLED",462,5,"OLED65CSPSA"
"lg",65,"OLED",320,6,"65AN960H0SD"
"lg",65,"OLED",378,5.5,"OLED65A3PSA"
"lg",65,"OLED",378,5.5,"OLED65A36LA"
"lg",65,"OLED",444,5,"OLED65B3PSA"
"lg",65,"OLED",444,5,"OLED65B36LA"
"lg",65,"OLED",411,5.5,"OLED65C3PSA"
"lg",65,"OLED",411,5.5,"OLED65C36LA"
"lg",65,"OLED",532,4,"OLED65G3PSA"
"lg",65,"OLED",532,4,"OLED65G36LA"
"lg",65,"OLED",400,5.5,"OLED65B4PSA"
"lg",65,"OLED",400,5.5,"OLED65B46LA"
"lg",65,"OLED",539,4,"OLED65G4PSA"
"lg",65,"OLED",539,4,"OLED65G46LA"
"lg",65,"OLED",448,5,"OLED65C4PSA"
"lg",65,"OLED",455,5,"OLED65C5PSA"
"lg",65,"OLED",455,5,"OLED65C56LA"
"lg",65,"OLED",389,5.5,"OLED65B5PSA"
"lg",65,"OLED",389,5.5,"OLED65B56LA"
"lg",65,"OLED",422,5,"OLED65G5PSA"
"lg",65,"OLED",422,5,"OLED65G56LA"
"lg",70,"LED",527,5,"70UN7070PTA"
"lg",70,"LED",565,4.5,"70UP7750PVB"
"lg",70,"LED",590,4.5,"70UP7550PVD"
"lg",70,"LED",561,4.5,"70UP8050PVB"
"lg",75,"LED",590,5,"75NANO85TNA"
"lg",75,"LED",590,5,"75NANO85VNA"
"lg",75,"LED",571,5,"75NANO79TND"
"lg",75,"LED",571,5,"75NANO79VNE"
"lg",75,"LED",503,5.5,"75NANO80TPA"
"lg",75,"LED",503,5.5,"75NANO80VPA"
"lg",75,"LED",616,4.5,"75NANO91TPA"
"lg",75,"LED",616,4.5,"75NANO91VPA"
"lg",75,"LED",539,5.5,"75NANO85VPA"
"lg",75,"LED",539,5.5,"75NANO86TPA"
"lg",75,"LED",605,5,"75UP7750PVB"
"lg",75,"LED",732,4,"75NANO95TPA"
"lg",75,"LED",732,4,"75NANO95VPA"
"lg",75,"LED",619,4.5,"75UP8050PVB"
"lg",75,"LED",619,4.5,"75UP8000PTB"
"lg",75,"LED",1174,2,"75NANO99TPA"
"lg",75,"LED",667,4.5,"75NANO75TPA"
"lg",75,"LED",667,4.5,"75NANO75VPA"
"lg",75,"LED",627,4.5,"75UP7550PVC"
"lg",75,"LED",904,3,"75QNED99TPB"
"lg",75,"LED",594,5,"75QNED91TPA"
"lg",75,"LED",703,4,"75QNED96TPA"
"lg",75,"LED",659,4.5,"75UR640S0TD"
"lg",75,"LED",514,5.5,"75UR765H0VD"
"lg",75,"LED",579,5,"75QNED91SQA"
"lg",75,"LED",579,5,"75QNED916QA"
"lg",75,"LED",663,4.5,"75NANO75SQA"
"lg",75,"LED",663,4.5,"75NANO756QA"
"lg",75,"LED",492,5.5,"75QNED80SQA"
"lg",75,"LED",492,5.5,"75QNED806QA"
"lg",75,"LED",630,4.5,"75QNED96SQA"
"lg",75,"LED",605,5,"75UQ9000PSD"
"lg",75,"LED",605,5,"75UQ91006LA"
"lg",75,"LED",619,4.5,"75UP801C0TB"
"lg",75,"LED",462,6,"75NANO816QA"
"lg",75,"LED",849,3.5,"75QNED99SQB"
"lg",75,"LED",849,3.5,"75QNED996QB"
"lg",75,"LED",605,5,"75UQ80006LB"
"lg",75,"LED",630,4.5,"75QNED966QA"
"lg",75,"LED",627,4.5,"75UP751C0VC"
"lg",75,"LED",587,5,"75QNED85SQA"
"lg",75,"LED",587,5,"75QNED866QA"
"lg",75,"LED",605,5,"75UQ801C0LB"
"lg",75,"LED",514,5.5,"75UR765H0VC"
"lg",75,"LED",477,6,"75QNED7SSQA"
"lg",75,"LED",605,5,"75UQ901C0SD"
"lg",75,"LED",492,5.5,"75QNED81SRA"
"lg",75,"LED",492,5.5,"75QNED816RA"
"lg",75,"LED",605,5,"75UR8050PSB"
"lg",75,"LED",550,5,"75QNED86SRA"
"lg",75,"LED",550,5,"75QNED866RA"
"lg",75,"LED",605,5,"75UR80006LJ"
"lg",75,"LED",605,5,"75UR81006LJ"
"lg",75,"LED",605,5,"75UR801C0LJ"
"lg",75,"LED",605,5,"75UR801C0SB"
"lg",75,"LED",550,5,"75QNED866RE"
"lg",75,"LED",462,6,"75QNED75SRA"
"lg",75,"LED",477,6,"75QNED756RA"
"lg",75,"LED",258,8,"75UM767H0LD"
"lg",75,"LED",462,6,"75QNED80T6A"
"lg",75,"LED",462,6,"75QNED81TSA"
"lg",75,"LED",605,5,"75UT8050PSB"
"lg",75,"LED",605,5,"75UT81006LA"
"lg",75,"LED",492,5.5,"75QNED86TSA"
"lg",75,"LED",550,5,"75QNED91TSA"
"lg",75,"LED",492,5.5,"75QNED86T6A"
"lg",75,"LED",550,5,"75QNED91T6A"
"lg",75,"LED",663,4.5,"75NANO81TSA"
"lg",75,"LED",462,6,"75UT90506LB"
"lg",75,"LED",605,5,"75UT80506LA"
"lg",75,"LED",605,5,"75UT801C0SB"
"lg",75,"LED",605,5,"75UT811C0LA"
"lg",75,"LED",605,5,"75NANO80A6A"
"lg",75,"LED",605,5,"75NANO80ASA"
"lg",75,"LED",389,7,"75QNED80A6A"
"lg",75,"LED",389,7,"75QNED81ASA"
"lg",75,"LED",389,7,"75QNED86ASA"
"lg",75,"LED",389,7,"75QNED82ASA"
"lg",77,"OLED",524,5.5,"OLED77B46LA"
"lg",77,"OLED",565,5.5,"OLED77C46LA"
"lg",77,"OLED",987,3,"OLED77ZXPTA"
"lg",77,"OLED",638,5,"OLED77G1PTA"
"lg",77,"OLED",638,5,"OLED77G1PVA"
"lg",77,"OLED",619,5,"OLED77C1PTB"
"lg",77,"OLED",619,5,"OLED77C1PVB"
"lg",77,"OLED",995,3,"OLED77Z1PTA"
"lg",77,"OLED",513,6,"OLED77C2PSC"
"lg",77,"OLED",513,6,"OLED77C24LA"
"lg",77,"OLED",557,5.5,"OLED77G2PSA"
"lg",77,"OLED",557,5.5,"OLED77G26LA"
"lg",77,"OLED",462,6,"OLED77A2PSA"
"lg",77,"OLED",959,3,"OLED77Z2PSA"
"lg",77,"OLED",572,5.5,"OLED77CS6LA"
"lg",77,"OLED",572,5.5,"OLED77CSPSA"
"lg",77,"OLED",579,5,"OLED77B3PSA"
"lg",77,"OLED",579,5,"OLED77B36LA"
"lg",77,"OLED",561,5.5,"OLED77C3PSA"
"lg",77,"OLED",561,5.5,"OLED77C36LA"
"lg",77,"OLED",718,4.5,"OLED77G3PSA"
"lg",77,"OLED",718,4.5,"OLED77G36LA"
"lg",77,"OLED",871,3.5,"OLED77Z3PSA"
"lg",77,"OLED",791,4,"OLED77M3PSA"
"lg",77,"OLED",714,4.5,"OLED77G4PSA"
"lg",77,"OLED",714,4.5,"OLED77G46LA"
"lg",77,"OLED",524,5.5,"OLED77B4PSA"
"lg",77,"OLED",565,5.5,"OLED77C4PSA"
"lg",77,"OLED",806,4,"OLED77M46LA"
"lg",77,"OLED",597,5,"OLED77C5PSA"
"lg",77,"OLED",597,5,"OLED77C56LA"
"lg",77,"OLED",561,5.5,"OLED77G5PSA"
"lg",77,"OLED",561,5.5,"OLED77G56LA"
"lg",77,"OLED",495,6,"OLED77B5PSA"
"lg",77,"OLED",495,6,"OLED77B56LA"
"lg",82,"LED",773,4.5,"82UP8000PTB"
"lg",83,"OLED",795,4.5,"OLED83G46LA"
"lg",83,"OLED",732,5,"OLED83C1PTA"
"lg",83,"OLED",732,5,"OLED83C1PVA"
"lg",83,"OLED",656,5.5,"OLED83C2PSA"
"lg",83,"OLED",656,5.5,"OLED83C24LA"
"lg",83,"OLED",663,5.5,"OLED83G2PSA"
"lg",83,"OLED",663,5.5,"OLED83G26LA"
"lg",83,"OLED",656,5.5,"OLED83C3PSA"
"lg",83,"OLED",656,5.5,"OLED83C36LA"
"lg",83,"OLED",663,5.5,"OLED83G3PSA"
"lg",83,"OLED",663,5.5,"OLED83G36LA"
"lg",83,"OLED",776,4.5,"OLED83M3PSA"
"lg",83,"OLED",795,4.5,"OLED83G4PSA"
"lg",83,"OLED",707,5,"OLED83C4PSA"
"lg",83,"OLED",707,5,"OLED83C46LA"
"lg",83,"OLED",886,4,"OLED83M46LA"
"lg",83,"OLED",692,5,"OLED83G5PSA"
"lg",83,"OLED",692,5,"OLED83G56LA"
"lg",83,"OLED",692,5,"OLED83C5PSA"
"lg",83,"OLED",692,5,"OLED83C56LA"
"lg",86,"LED",937,4,"86NANO91TPA"
"lg",86,"LED",937,4,"86NANO91VPA"
"lg",86,"LED",937,4,"86NANO85VPA"
"lg",86,"LED",937,4,"86NANO86TPA"
"lg",86,"LED",915,4,"86UP8000PTB"
"lg",86,"LED",915,4,"86UP8050PVB"
"lg",86,"LED",915,4,"86NANO75TPA"
"lg",86,"LED",915,4,"86NANO75VPA"
"lg",86,"LED",1660,1.5,"86NANO99TPA"
"lg",86,"LED",1280,2.5,"86QNED99TPB"
"lg",86,"LED",776,5,"86QNED91TPA"
"lg",86,"LED",882,4.5,"86UR640S0TD"
"lg",86,"LED",674,5.5,"86QNED91SQA"
"lg",86,"LED",674,5.5,"86QNED916QA"
"lg",86,"LED",915,4,"86NANO75SQA"
"lg",86,"LED",915,4,"86NANO756QA"
"lg",86,"LED",915,4,"86UQ9000PSD"
"lg",86,"LED",725,5,"86QNED80SQA"
"lg",86,"LED",725,5,"86QNED806QA"
"lg",86,"LED",915,4,"86UP801C0TB"
"lg",86,"LED",1200,3,"86QNED99SQB"
"lg",86,"LED",1200,3,"86QNED996QB"
"lg",86,"LED",915,4,"86UQ91006LA"
"lg",86,"LED",754,5,"86QNED85SQA"
"lg",86,"LED",754,5,"86QNED866QA"
"lg",86,"LED",915,4,"86UQ901C0SD"
"lg",86,"LED",725,5,"86QNED81SRA"
"lg",86,"LED",725,5,"86QNED816RA"
"lg",86,"LED",915,4,"86UR8050PSB"
"lg",86,"LED",754,5,"86QNED86SRA"
"lg",86,"LED",754,5,"86QNED866RA"
"lg",86,"LED",915,4,"86UR80006LA"
"lg",86,"LED",915,4,"86UR81006LA"
"lg",86,"LED",915,4,"86UR801C0LA"
"lg",86,"LED",915,4,"86UR801C0SB"
"lg",86,"LED",754,5,"86QNED866RE"
"lg",86,"LED",776,5,"86UT8050PSB"
"lg",86,"LED",776,5,"86UT80506LA"
"lg",86,"LED",776,5,"86UT81006LA"
"lg",86,"LED",754,5,"86QNED91TSA"
"lg",86,"LED",776,5,"86UT801C0SB"
"lg",86,"LED",776,5,"86UT811C0LA"
"lg",86,"LED",776,5,"86NANO80A6A"
"lg",86,"LED",776,5,"86NANO80ASA"
"lg",86,"LED",484,7,"86QNED80A6A"
"lg",86,"LED",484,7,"86QNED81ASA"
"lg",86,"LED",484,7,"86QNED82ASA"
"lg",86,"LED",506,7,"86QNED86A6A"
"lg",86,"LED",506,7,"86QNED86ASA"
"lg",86,"LED",572,6,"86QNED86T6A"
"lg",86,"LED",572,6,"86QNED86TSA"
"lg",86,"LED",754,5,"86QNED91T6A"
"lg",86,"LED",915,4,"86NANO81TSA"
"lg",86,"LED",565,6,"86QNED80T6A"
"lg",86,"LED",565,6,"86QNED81TSA"
"lg",88,"OLED",1276,3,"OLED88Z3PSA"
"lg",88,"OLED",1276,3,"OLED88Z36LA"
"lg",88,"OLED",1170,3,"OLED88Z1PTA"
"lg",88,"OLED",1171,3,"OLED88Z2PSA"
"lg",88,"OLED",1171,3,"OLED88Z26LA"
"lg",97,"OLED",802,6,"OLED97G2PSA"
"lg",97,"OLED",802,6,"OLED97G26LA"
"lg",97,"OLED",944,5,"OLED97M3PSA"
"lg",97,"OLED",802,6,"OLED97G46LA"
"lg",97,"OLED",802,6,"OLED97G4PSA"
"lg",97,"OLED",893,5.5,"OLED97M4PSA"
"lg",97,"OLED",893,5.5,"OLED97M46LA"
"lg",98,"LED",999,5,"98QNED89TSA"
"lg",98,"LED",999,5,"98QNED89T6A"
"lg",98,"LED",999,5,"98QNED89TUA"
"lg",98,"LED",999,5,"98QNED"
"lg",98,"LED",1434,3.5,"98UT9050PSA"
"lg",98,"LED",1434,3.5,"98UT91006LA"
"lg",98,"LED",1434,3.5,"98UT90006LA"
"lg",98,"LED",1434,3.5,"98UT9000PUA"
"lg",98,"LED",1434,3.5,"98UT9300KNA"
"lg",98,"LED",1434,3.5,"98UT9"
"linsar",24,"LCD",68,6,"LS24HDNF12V"
"linsar",24,"LCD",67,6,"LS24C12V"
"linsar",32,"LCD",105,6,"LSK32WSFW"
"linsar",32,"LED",102,6,"LS32HDNF12V"
"linsar",32,"LCD",89,6,"LS32HDNF23"
"linsar",32,"LCD",101,6,"LS32CHD12V"
"linsar",32,"LCD",99,6,"LS32C12V"
"linsar",40,"LED",144,6,"LS40FHDNF23"
"linsar",40,"LCD",151,6,"LS40FHDGSCA"
"linsar",40,"LCD",151,6,"LS40FHDG"
"linsar",43,"LCD",172,6,"LSK43WSFW"
"linsar",49,"LCD",220,6,"LS50UHDNF"
"linsar",49,"LCD",225,6,"LS50UHDZEN"
"linsar",49,"LED",225,6,"LS50UHDSM20"
"linsar",50,"LED",210,6,"LS50UHDNF23"
"linsar",55,"LCD",272,6,"LSK55WSFW"
"linsar",55,"LCD",272,6,"LS55UHDZEN"
"linsar",55,"LED",256,6,"LS55UHDNF23"
"linsar",58,"LCD",298,6,"LS58UHDGTV"
"linsar",60,"LCD",299,6,"LS60UHDNF23"
"linsar",60,"LCD",320,6,"LS60UHDNF"
"linsar",65,"LCD",370,6,"LS65UHDZEN"
"linsar",65,"LED",367,6,"LS65UHDNF"
"linsar",65,"LCD",360,6,"LS65UHDSM21"
"linsar",65,"LED",352,6,"LS65UHDNF23"
"linsar",70,"LED",364,6,"LS70UHDNF23"
"linsar",70,"LED",395,6,"LS70UHDNF"
"linsar",74,"LCD",480,6,"LS75UHDZEN"
"linsar",75,"LED",469,6,"LS75UHDNF"
"linsar",75,"LED",480,6,"LS75UHDSM20"
"linsar",82,"LED",651,5.5,"LS82UHDNF"
"linsar",82,"LCD",626,5.5,"LS82UHDSM20"
"linsar",82,"LCD",630,5.5,"LS82UHDNF2"
"linsar",85,"LCD",600,6,"LS85UHDNF"
"linsar",85,"LCD",610,6,"LS85UHDZEN"
"linsar",86,"LCD",630,6,"LS86UHDNF23"
"linsar",98,"LCD",823,6,"LS98UHDNF"
"loewe",32,"LED",127,5,"WESEE32"
"loewe",32,"LED",127,5,"BILDC32"
"loewe",32,"LED",127,5,"LED32"
"loewe",42,"LED",243,4,"WESEE43"
"loewe",42,"LED",243,4,"C43"
"loewe",42,"LED",243,4,"LOEWE43"
"loewe",48,"OLED",274,4.5,"BILDi48"
"loewe",49,"LED",251,5.5,"WESEE50"
"loewe",55,"LED",309,5,"WESEE55"
"loewe",55,"OLED",354,4.5,"BILDi55"
"loewe",65,"OLED",418,5,"BILDi65"
"loewe",65,"OLED",517,4.5,"BILDv65"
"loewe",76,"OLED",395,7,"BILDi77"
"loewe",77,"OLED",833,3.5,"BILDS77"
"metz",32,"LED",115,5.5,"32MTD6500A"
"metz",40,"LED",122,7,"40MTD6500A"
"metz",55,"OLED",424,4,"55MXD9500A"
"metz",65,"OLED",586,4,"65MXD9500A"
"metz",86,"LED",893,4.5,"86MUC8500A"
"mitsumaru",32,"LED",131,5,"M3227"
"monster",24,"LED",66,6,"MT24HDWLT22"
"monster",32,"LCD",90,6,"MT32HDWLT22"
"myvi",24,"LED",85,5,"URLED2402NS"
"myvi",24,"LED",95,4.5,"URLED2403DVDNS"
"myvi",24,"LCD",85,5,"URLED2401DVD"
"palsonic",39,"LED",175,5,"PT4015SF"
"palsonic",55,"LED",300,5.5,"PT5515SU"
"palsonic",65,"LED",439,5,"PT6515SU"
"philips",19,"LED",61,5,"19HFL5014W12"
"philips",19,"LED",61,5,"19HFL5114W12"
"philips",19,"LED",62,5,"19HFL5214W12"
"philips",23,"LED",65,6,"24HFL3011T12"
"philips",24,"LED",69,5.5,"24HFL451897"
"philips",32,"LED",145,4.5,"32PHT652979"
"philips",32,"LED",141,4.5,"32PHT550575"
"philips",32,"LED",141,4.5,"32PHT550579"
"philips",32,"LED",141,4.5,"32PHT55057"
"philips",32,"LED",141,4.5,"32PHT554575"
"philips",32,"LED",141,4.5,"32PHT554579"
"philips",32,"LED",141,4.5,"32PHT55457"
"philips",32,"LED",146,4.5,"32PHT691579"
"philips",32,"LED",105,6,"32PHT691879"
"philips",32,"LED",106,5.5,"32HFL451897"
"philips",32,"LED",114,5.5,"32HFL511412"
"philips",40,"LED",167,5.5,"40PFT652979"
"philips",42,"LED",244,4,"43PUT650475"
"philips",42,"LED",244,4,"43PUT650479"
"philips",42,"LED",244,4,"43PUT65047"
"philips",42,"LED",270,4,"43PFT554579"
"philips",42,"LED",270,4,"43PFT554575"
"philips",42,"LED",270,4,"43PFT55457"
"philips",42,"LED",206,5,"43PFT691579"
"philips",42,"LED",170,6,"43HFL511412"
"philips",42,"LED",334,3,"43PUT790875"
"philips",42,"LED",327,3,"43PUT742879"
"philips",42,"LED",155,6,"43PFT691879"
"philips",43,"LED",208,5,"43HFL5214U97"
"philips",43,"LED",208,5,"43BFL221497"
"philips",43,"LCD",234,4.5,"43HFL6114U12"
"philips",43,"LED",270,4,"43PFT550579"
"philips",43,"LED",270,4,"43PFT550575"
"philips",43,"LED",270,4,"43PFT55057"
"philips",43,"LED",226,4.5,"43HFL5114U12"
"philips",43,"LED",216,5,"43HFL6214U12"
"philips",43,"LED",160,6,"43HFL5011T12"
"philips",48,"LED",175,7,"49HFL5011T12"
"philips",49,"LED",329,4,"50PUT850779"
"philips",49,"LED",329,4,"50PUT850775"
"philips",49,"LED",248,5.5,"50PUT821779"
"philips",49,"LED",248,5.5,"50PUT821775"
"philips",49,"LED",329,4,"50PUT852879"
"philips",49,"LED",400,3,"50PUT790879"
"philips",49,"LED",400,3,"50PUT790875"
"philips",49,"LED",269,5,"50PUT742879"
"philips",49,"LED",262,5,"50HFL6114U12"
"philips",49,"LED",266,5,"50BFL211412"
"philips",49,"LED",266,5,"50HFL5114U12"
"philips",50,"LED",386,3.5,"50PUT712998"
"philips",50,"LED",375,3.5,"50PUT703979"
"philips",50,"LED",376,3.5,"50PUT790675"
"philips",50,"LED",376,3.5,"50PUT790679"
"philips",50,"LED",253,5.5,"50HFL5214U97"
"philips",50,"LED",253,5.5,"50BFL221497"
"philips",50,"LED",259,5,"50HFL6214U12"
"philips",55,"LED",411,4,"55PUT712998"
"philips",55,"LCD",280,5.5,"50PUT821579"
"philips",55,"LED",327,5,"55PUT821579"
"philips",55,"LED",327,5,"55PUT821575"
"philips",55,"LED",327,5,"55PUT82157"
"philips",55,"LED",370,4.5,"55PUT780579"
"philips",55,"LED",319,5,"55HFL6114U12"
"philips",55,"LED",238,6,"55HFL2899T79"
"philips",55,"LED",426,4,"55PUT790679"
"philips",55,"LED",426,4,"55PUT790675"
"philips",55,"LED",286,5.5,"55HFL5214U97"
"philips",55,"LED",286,5.5,"55BFL221497"
"philips",55,"LED",596,2.5,"55OLED70675"
"philips",55,"LED",596,2.5,"55OLED70679"
"philips",55,"LED",470,3.5,"55PML896998"
"philips",55,"LED",404,4,"55PUT703979"
"philips",55,"LED",514,3,"55HFL7011T12"
"philips",55,"LED",381,4.5,"55PUT850779"
"philips",55,"LED",381,4.5,"55PUT850775"
"philips",55,"LED",293,5.5,"55PUT821779"
"philips",55,"LED",293,5.5,"55PUT821775"
"philips",55,"LED",365,4.5,"55PUT852879"
"philips",55,"LED",413,4,"55PUT790879"
"philips",55,"LED",413,4,"55PUT790875"
"philips",55,"LED",551,2.5,"55PUT880879"
"philips",55,"LED",551,2.5,"55PUT880875"
"philips",55,"LED",321,5,"55PUT742879"
"philips",55,"OLED",654,2,"55OLED80579"
"philips",55,"OLED",829,1,"55OLED93579"
"philips",55,"OLED",400,4,"55OLED70875"
"philips",55,"OLED",400,4,"55OLED70879"
"philips",55,"LED",202,7,"55HFL5011T12"
"philips",58,"LED",376,5,"58PUT760579"
"philips",58,"LED",322,5.5,"58BFL211412"
"philips",58,"LED",294,6,"58HFL6214U12"
"philips",64,"LED",483,4.5,"65HFL7111T12"
"philips",65,"LCD",813,2.5,"65OLED80579"
"philips",65,"LED",409,5.5,"65PUT742879"
"philips",65,"LED",295,7,"65HFL2899T79"
"philips",65,"LED",488,4.5,"65PUT712998"
"philips",65,"LED",645,3.5,"65PML896998"
"philips",65,"LCD",442,5,"65PUT821579"
"philips",65,"LCD",442,5,"65PUT821575"
"philips",65,"LCD",442,5,"65PUT82157"
"philips",65,"LED",464,5,"65PUT780579"
"philips",65,"LED",399,5.5,"65HFL6114U12"
"philips",65,"LED",379,5.5,"65BFL211412"
"philips",65,"LED",518,4.5,"65PUT790679"
"philips",65,"LED",518,4.5,"65PUT790675"
"philips",65,"LED",382,5.5,"65HFL5214U97"
"philips",65,"LED",382,5.5,"65BFL221497"
"philips",65,"LED",725,3,"65PML950679"
"philips",65,"LED",725,3,"65PML950675"
"philips",65,"LED",381,5.5,"65HFL6214U12"
"philips",65,"LED",469,4.5,"65PUT850779"
"philips",65,"LED",469,4.5,"65PUT850775"
"philips",65,"LED",481,4.5,"65PUT852879"
"philips",65,"LED",523,4,"65PUT790879"
"philips",65,"LED",523,4,"65PUT790875"
"philips",65,"LED",574,4,"65PUT880879"
"philips",65,"LED",574,4,"65PUT880875"
"philips",65,"OLED",1011,1.5,"65OLED93579"
"philips",65,"OLED",463,5,"65OLED70875"
"philips",65,"OLED",463,5,"65OLED70879"
"philips",65,"LED",462,5,"65PUT703979"
"philips",70,"LCD",516,5,"70BFL211412"
"philips",70,"LED",590,4.5,"70PUT821575"
"philips",70,"LED",590,4.5,"70PUT821579"
"philips",70,"LED",590,4.5,"70PUT82157"
"philips",70,"LED",544,4.5,"70PUT760579"
"philips",70,"LED",589,4.5,"70PUT790679"
"philips",70,"LED",589,4.5,"70PUT790675"
"philips",70,"LED",528,5,"70PUT780579"
"philips",75,"LED",451,6,"75BFL221497"
"philips",75,"LED",785,3.5,"75PML950679"
"philips",75,"LED",785,3.5,"75PML950675"
"philips",75,"LED",667,4.5,"75PUT703979"
"philips",75,"LED",587,5,"75PUT826579"
"philips",75,"LED",682,4.5,"75PUT790679"
"philips",75,"LED",682,4.5,"75PUT790675"
"philips",75,"LED",443,6,"75HFL6214U12"
"philips",75,"LCD",478,6,"75BFL211412"
"philips",75,"LCD",478,6,"75HFL6114U12"
"philips",75,"LCD",478,6,"75FL11412"
"philips",75,"LED",537,5.5,"75PUT850779"
"philips",75,"LED",537,5.5,"75PUT850775"
"philips",75,"LED",617,4.5,"75PUT880879"
"philips",75,"LED",617,4.5,"75PUT880875"
"philips",75,"LED",580,5,"75PUT790879"
"philips",75,"LED",580,5,"75PUT790875"
"philips",75,"LED",450,6,"75HFL5214U97"
"philips",78,"OLED",798,4,"77OLED72079"
"philips",85,"LED",463,7,"85BFL221497"
"philips",86,"LED",963,4,"86PUT703979"
"philips",86,"LED",882,4.5,"86PUT826579"
"polaroid",24,"LED",68,6,"PL2421FHDC"
"polaroid",31,"LCD",104,6,"PL32HDNF"
"polaroid",32,"LED",98,6,"PL3221OS"
"polaroid",32,"LCD",99,6,"PL3221HDC"
"polaroid",32,"LCD",105,6,"PL3220HDG"
"polaroid",32,"LCD",103,6,"PL3222HDG"
"polaroid",39,"LCD",149,6,"PL40S4G11"
"polaroid",40,"LCD",151,6,"PL4020FHDG"
"polaroid",40,"LCD",151,6,"PL4021FHDG"
"polaroid",50,"LED",202,6,"PL5021WOS"
"polaroid",54,"LCD",254,6,"PL55M4G11"
"polaroid",55,"LCD",294,5.5,"PL55UHDOS"
"polaroid",55,"LED",273,6,"PL55UHDG"
"polaroid",64,"LCD",370,6,"PL6521UHDG"
"polaroid",64,"LCD",370,6,"PL65UHDG"
"polaroid",65,"LED",367,6,"PL6521OS"
"polaroid",70,"LCD",397,6,"PL7024WOS"
"prism+",55,"LED",424,4,"Q55PROQE"
"prism+",55,"LED",304,5.5,"Q55U"
"prism+",55,"LED",320,5,"M55"
"prism+",65,"LED",400,5.5,"Q65PROQE"
"prism+",65,"LED",465,5,"Q65U"
"prism+",65,"LED",450,5,"M65"
"prism+",75,"LED",580,5,"M75"
"prism+",75,"LED",670,4.5,"Q75U"
"qbell",32,"LED",131,5,"QT32WY8A"
"qbell",32,"LED",131,5,"QTH32T"
"qbell",40,"LED",189,5,"QTF40T"
"qbell",50,"LED",400,3,"QT50WX8A"
"qbell",50,"LED",284,5,"QTU50T"
"qbell",55,"LCD",339,5,"QTU55T"
"qbell",70,"LED",550,4.5,"QT70WX8A"
"qbell",70,"LED",690,3.5,"QTU70T"
"s vision",55,"LED",379,4.5,"SVU550WOS"
"samsung",31,"LED",134,4.5,"UA32F6000FW"
"samsung",31,"LED",134,4.5,"UA32F6000FS"
"samsung",31,"LED",134,4.5,"UA32F6000F"
"samsung",31,"LED",116,5.5,"UA32T5300AW"
"samsung",31,"LED",116,5.5,"UA32T5300AS"
"samsung",31,"LED",116,5.5,"UA32T5300A"
"samsung",31,"LED",145,4.5,"QA32LS03BBK"
